customer_id,age,gender,marital_status,household_size,education_level,occupation,income_level,location,state,country,proximity_to_branch,transaction_frequency,transaction_volume,transaction_type,atm_usage_patterns,online_banking_activity,channel_preferences,customer_service_interactions,product_engagement,savings_balance,checking_balance,investment_balance,credit_card_usage,loan_history,loan_repayment_behavior,investment_portfolio,credit_score,attitudes_towards_banking,financial_goals,risk_tolerance,spending_habits,interests_hobbies,customer_satisfaction_score,net_promoter_score,loyalty_program_participation,cross_selling_response_rate,inflation_rate,gdp_growth,social_media_behavior,online_shopping_habits,digital_engagement,major_life_events,significant_financial_milestones,survey_responses,preferred_communication_channels,product_feature_requests,risk_assessment_data,credit_risk_indicators
7739,63,Female,Widowed,4,High School,Student,High,Suburban,NY,UK,Moderate,13,3845.120638,Transfer,Frequent,Low,Mobile App,High,Yes,20115.76532,8407.405049,86287.97529,474.4430601,Mortgage,Average,Moderate,848,Positive,Retirement Planning,Low,Moderate,Cooking,1,0,Yes,0.633019658,1.259139975,0.751246021,Low,Rare,High,None,None,Positive,Phone,No,High Risk,Warning
7740,65,Male,Widowed,5,Master,Employed,Low,Suburban,FL,Canada,Far,1,5726.894524,Purchase,Rare,High,Mobile App,Medium,Yes,41430.75797,19550.13277,13128.84484,165.4900989,None,Average,Moderate,439,Negative,Retirement Planning,Medium,Spender,Reading,4,7,No,0.077293074,0.49004414,3.709083803,Moderate,Frequent,Low,Retirement,Starting a Business,Positive,Mail,No,High Risk,High Risk
7741,25,Male,Single,1,Bachelor,Self-employed,High,Rural,TX,UK,Moderate,4,5683.727127,Deposit,Rare,Medium,Branch,High,Yes,31549.72335,15278.09345,77164.23799,15793.13446,Car Loan,Poor,Aggressive,416,Negative,Retirement Planning,High,Moderate,Reading,1,4,No,0.383760159,3.832346839,3.795748469,Moderate,Rare,Medium,None,Buying a House,Positive,Mail,No,High Risk,Stable
7742,32,Female,Single,5,College,Unemployed,Medium,Rural,IL,Australia,Far,16,6530.902114,Deposit,Occasional,Low,Branch,Medium,No,7045.873648,18415.52826,85218.52309,14806.46996,Mortgage,Average,Moderate,337,Neutral,Education Funding,High,Conservative,Music,1,5,Yes,0.42911667,2.113461512,3.9050918,Moderate,Frequent,Medium,None,Buying a House,Negative,Email,No,Low Risk,Warning
7743,55,Female,Single,1,Bachelor,Student,High,Suburban,FL,Australia,Close,19,2511.922833,Withdrawal,Occasional,Medium,Website,Medium,Yes,26173.62326,13868.97854,83929.74043,3357.097489,Car Loan,Average,Conservative,707,Neutral,Wealth Accumulation,Medium,Spender,Music,4,6,No,0.020617749,1.920422099,4.615014715,Moderate,Rare,Low,Retirement,None,Positive,Mail,No,High Risk,Stable
7744,41,Female,Single,2,PhD,Student,Medium,Suburban,TX,UK,Close,5,9228.308247,Withdrawal,Rare,Low,Website,Low,Yes,41850.54184,1208.652043,31745.78434,15721.2253,None,Average,Conservative,403,Negative,Wealth Accumulation,Low,Spender,Music,4,5,Yes,0.814393346,3.460468653,2.70682439,Moderate,Occasional,Low,Marriage,Buying a House,Negative,Email,No,Medium Risk,Stable
7745,37,Female,Single,2,Master,Self-employed,High,Urban,NY,UK,Moderate,13,2730.204438,Transfer,Rare,Low,Mobile App,High,Yes,1248.050875,5741.561426,26500.34834,3891.00212,Personal Loan,Poor,Conservative,593,Positive,Retirement Planning,High,Conservative,Cooking,3,0,No,0.961901587,1.043303136,2.47108643,Moderate,Occasional,Medium,Marriage,None,Negative,Email,Yes,Low Risk,Warning
7746,31,Male,Widowed,4,Master,Self-employed,Low,Rural,TX,Canada,Moderate,10,6681.924488,Transfer,Rare,Medium,Mobile App,High,No,21575.28319,9507.480845,36210.14596,18257.99965,None,Poor,Conservative,834,Positive,Wealth Accumulation,Medium,Spender,Sports,1,0,No,0.541509747,4.859493504,4.29602756,Active,Frequent,Low,Birth of a Child,Starting a Business,Neutral,Mail,Yes,High Risk,High Risk
7747,49,Female,Single,1,College,Employed,Medium,Urban,TX,UK,Moderate,26,7681.032319,Purchase,Rare,Low,Branch,High,Yes,5883.99772,7000.01211,36300.33098,7652.243822,None,Good,Moderate,629,Neutral,Wealth Accumulation,Medium,Spender,Sports,3,6,Yes,0.820199213,2.649281684,0.256695396,Low,Rare,Low,Retirement,None,Positive,SMS,No,High Risk,Warning
7748,59,Male,Widowed,2,College,Unemployed,Medium,Rural,NY,Australia,Moderate,29,8826.963277,Purchase,Frequent,High,Mobile App,Low,Yes,23604.76393,1508.355126,50070.2522,188.8292953,None,Average,Moderate,720,Positive,Education Funding,High,Spender,Cooking,1,8,No,0.365085997,2.096271026,2.766734587,Moderate,Frequent,Medium,Birth of a Child,Starting a Business,Positive,Email,No,Low Risk,Warning
7749,26,Female,Single,4,High School,Self-employed,Medium,Urban,FL,USA,Close,5,4623.66738,Deposit,Frequent,Medium,Mobile App,Low,No,1789.183056,7616.702262,6284.561324,19590.19881,None,Good,Aggressive,793,Neutral,Wealth Accumulation,Medium,Conservative,Sports,4,1,Yes,0.31897715,3.500739974,0.49700408,Low,Occasional,Low,Retirement,None,Negative,Mail,No,Medium Risk,Warning
7750,51,Male,Widowed,3,Bachelor,Employed,Low,Rural,TX,Australia,Far,16,7145.677556,Withdrawal,Rare,Low,Branch,Low,No,26489.54688,18770.05803,51837.37557,19858.89307,None,Good,Aggressive,700,Positive,Wealth Accumulation,High,Moderate,Music,4,3,No,0.535240724,3.223433124,1.57357517,Low,Occasional,Medium,Birth of a Child,Buying a House,Negative,Mail,No,Low Risk,Stable
7751,67,Female,Married,2,PhD,Unemployed,Low,Suburban,NY,UK,Moderate,1,945.3417745,Withdrawal,Rare,Low,Website,Low,Yes,47133.52302,6442.77306,45638.61696,19834.54121,Car Loan,Poor,Aggressive,567,Positive,Education Funding,High,Conservative,Cooking,3,3,Yes,0.80909541,1.582403641,4.507331721,Active,Frequent,High,None,None,Negative,Mail,No,Medium Risk,Warning
7752,38,Male,Married,2,High School,Unemployed,Low,Suburban,FL,Australia,Close,12,7802.395916,Withdrawal,Frequent,Medium,Website,Medium,No,17266.58335,10625.9839,14844.18703,1867.478872,Personal Loan,Poor,Moderate,339,Negative,Retirement Planning,High,Spender,Travel,1,6,No,0.414303738,4.817920431,0.650790582,Low,Rare,Low,Birth of a Child,Buying a House,Neutral,SMS,Yes,Low Risk,High Risk
7753,25,Male,Widowed,5,Bachelor,Student,Medium,Suburban,NY,UK,Far,15,7581.004291,Deposit,Occasional,Medium,Website,Low,No,15387.41498,19406.58674,53758.6684,1384.287048,Personal Loan,Good,Moderate,820,Positive,Wealth Accumulation,Low,Moderate,Sports,3,9,No,0.440753607,0.069000998,2.550837244,Moderate,Rare,Low,Retirement,Starting a Business,Positive,SMS,No,Low Risk,Warning
7754,39,Male,Married,3,College,Self-employed,High,Urban,CA,Canada,Moderate,5,4164.986844,Purchase,Rare,High,Mobile App,Low,Yes,40971.56375,6773.905393,62404.65017,9019.89882,Personal Loan,Average,Conservative,440,Neutral,Retirement Planning,Low,Spender,Travel,4,3,Yes,0.063906333,3.796010827,0.750589834,Moderate,Frequent,Medium,Birth of a Child,Starting a Business,Neutral,Mail,No,Low Risk,High Risk
7755,46,Female,Married,1,PhD,Employed,High,Rural,FL,UK,Close,6,3203.23096,Transfer,Rare,High,Website,Medium,No,10206.95362,5600.196105,32010.4193,5677.13453,Car Loan,Average,Conservative,319,Neutral,Education Funding,Low,Moderate,Music,1,0,Yes,0.383732632,2.601145671,0.617665152,Active,Occasional,Medium,Marriage,Starting a Business,Neutral,Phone,No,High Risk,Warning
7756,62,Female,Widowed,4,College,Employed,Low,Urban,CA,UK,Moderate,11,3863.979216,Transfer,Occasional,High,Branch,Medium,No,18717.58325,9066.009362,23651.45894,10504.87816,Car Loan,Average,Conservative,447,Neutral,Wealth Accumulation,Medium,Moderate,Travel,3,7,No,0.007061765,2.909244718,2.180294459,Active,Occasional,Low,Retirement,Starting a Business,Negative,Email,No,Medium Risk,Warning
7757,56,Female,Single,3,College,Student,High,Suburban,TX,UK,Moderate,20,996.6073896,Withdrawal,Frequent,High,Branch,High,No,48036.03865,18180.29398,1102.003653,15382.971,Personal Loan,Poor,Aggressive,580,Negative,Wealth Accumulation,Medium,Conservative,Reading,2,6,No,0.772556503,0.176817486,1.886687913,Low,Rare,Medium,Retirement,None,Positive,Mail,No,Low Risk,Stable
7758,67,Female,Single,1,Master,Employed,Medium,Rural,TX,UK,Close,29,6414.275836,Withdrawal,Rare,High,Website,High,No,32780.40967,12184.59427,50958.41526,1209.519552,None,Poor,Aggressive,518,Neutral,Wealth Accumulation,Medium,Conservative,Music,3,7,Yes,0.968897278,2.644232986,2.98891054,Moderate,Occasional,High,None,Buying a House,Positive,Mail,No,Medium Risk,Stable
7759,26,Male,Widowed,2,Bachelor,Employed,Medium,Rural,TX,UK,Moderate,14,9139.019017,Transfer,Occasional,Medium,Branch,High,Yes,33934.77029,6415.961632,4943.353108,1110.722851,None,Average,Conservative,396,Negative,Education Funding,Medium,Moderate,Music,2,9,Yes,0.152329476,3.11082528,0.268675102,Low,Occasional,High,None,Buying a House,Positive,Phone,Yes,Medium Risk,High Risk
7760,24,Male,Divorced,4,High School,Unemployed,Low,Urban,FL,Australia,Moderate,26,6690.689498,Withdrawal,Occasional,Medium,Website,Medium,Yes,28387.18275,15783.88243,50608.71041,6318.070299,None,Average,Aggressive,374,Neutral,Education Funding,Medium,Spender,Travel,1,3,Yes,0.727545559,4.79324563,2.617419157,Active,Occasional,Low,None,Buying a House,Negative,Mail,No,Low Risk,Warning
7761,30,Male,Divorced,4,Master,Self-employed,Low,Suburban,IL,Australia,Close,2,5847.154207,Deposit,Rare,Medium,Mobile App,High,No,3810.43168,11212.9399,76725.03338,5971.78873,None,Average,Conservative,701,Neutral,Wealth Accumulation,High,Moderate,Sports,2,5,Yes,0.41705354,4.366577863,4.06427164,Active,Frequent,High,None,Buying a House,Positive,SMS,Yes,Medium Risk,Stable
7762,34,Female,Married,3,Bachelor,Student,High,Urban,FL,USA,Moderate,10,9907.970792,Deposit,Occasional,Medium,Mobile App,Medium,Yes,34260.56229,9959.477341,81889.61041,17919.6526,None,Average,Aggressive,304,Negative,Wealth Accumulation,Low,Spender,Sports,4,8,Yes,0.780535371,2.54253138,3.857454371,Low,Frequent,Medium,Birth of a Child,Starting a Business,Positive,Email,Yes,Low Risk,Warning
7763,22,Male,Divorced,5,Bachelor,Self-employed,High,Urban,FL,USA,Far,27,5464.197497,Withdrawal,Occasional,High,Website,Medium,Yes,40333.80232,11205.90946,2367.2306,8940.140943,Personal Loan,Poor,Conservative,719,Positive,Retirement Planning,Medium,Conservative,Cooking,3,9,Yes,0.934901491,3.820199829,2.882844078,Active,Occasional,Medium,Marriage,None,Positive,SMS,No,Low Risk,Warning
7764,24,Male,Married,1,Bachelor,Employed,High,Suburban,IL,Canada,Moderate,25,3523.728026,Purchase,Rare,Low,Website,Medium,Yes,36394.88821,19882.85667,40593.9929,1452.783944,Car Loan,Poor,Aggressive,837,Positive,Retirement Planning,Low,Moderate,Travel,3,1,Yes,0.128247175,4.39509206,0.257974275,Moderate,Occasional,High,Retirement,Buying a House,Positive,Phone,No,Low Risk,High Risk
7765,42,Female,Single,3,PhD,Employed,Low,Suburban,FL,Canada,Close,12,7076.147534,Deposit,Rare,High,Mobile App,Medium,Yes,5691.087439,11679.01118,70219.8081,3546.24805,Car Loan,Average,Aggressive,757,Neutral,Education Funding,Medium,Conservative,Music,1,2,Yes,0.297689293,0.5023546,4.527650629,Moderate,Occasional,Low,Retirement,Starting a Business,Negative,SMS,Yes,High Risk,High Risk
7766,56,Female,Widowed,5,Master,Employed,Low,Urban,CA,USA,Moderate,9,5262.133288,Transfer,Occasional,Medium,Branch,High,Yes,26549.3382,16220.69865,14451.84775,6130.303339,Mortgage,Average,Conservative,499,Positive,Retirement Planning,Low,Moderate,Travel,1,6,Yes,0.307209375,0.393815083,1.273528425,Low,Frequent,Low,Retirement,None,Neutral,Email,No,Medium Risk,Warning
7767,28,Male,Single,5,High School,Self-employed,Low,Rural,IL,Australia,Moderate,9,9723.685593,Transfer,Rare,Medium,Mobile App,High,Yes,7096.99229,6737.62279,47495.76754,15121.08656,Car Loan,Poor,Aggressive,732,Negative,Retirement Planning,Medium,Spender,Sports,4,1,Yes,0.102043982,4.454049405,0.329961695,Moderate,Rare,High,None,Starting a Business,Negative,Mail,Yes,Low Risk,High Risk
7768,34,Female,Widowed,5,Master,Student,Medium,Suburban,IL,Canada,Moderate,25,8989.755419,Purchase,Rare,High,Mobile App,Low,No,36489.92204,1675.012744,73329.41003,15308.66103,Car Loan,Poor,Conservative,650,Negative,Retirement Planning,Medium,Moderate,Music,2,4,No,0.664366821,2.924924354,1.186593677,Active,Frequent,High,Retirement,Buying a House,Positive,Phone,No,Low Risk,High Risk
7769,22,Female,Divorced,4,College,Student,High,Suburban,CA,USA,Far,10,9473.732521,Purchase,Occasional,Low,Branch,Low,Yes,48694.99326,14800.9138,14225.42764,12456.72048,Personal Loan,Average,Moderate,303,Negative,Wealth Accumulation,High,Conservative,Music,3,3,Yes,0.96695553,4.440113377,2.258052045,Low,Frequent,High,Marriage,Buying a House,Negative,Phone,Yes,Low Risk,Warning
7770,48,Female,Single,1,Bachelor,Unemployed,Low,Suburban,IL,Australia,Moderate,7,110.1175543,Purchase,Rare,Low,Branch,Low,Yes,25088.67046,5160.404827,70151.35997,4668.48909,None,Good,Conservative,596,Positive,Wealth Accumulation,Low,Conservative,Cooking,3,8,Yes,0.081379511,3.557012575,0.603838258,Active,Occasional,Low,Birth of a Child,None,Neutral,SMS,No,High Risk,High Risk
7771,25,Female,Single,1,College,Student,Low,Suburban,IL,USA,Close,28,3408.690852,Deposit,Frequent,High,Mobile App,High,No,7887.593871,17138.14435,97571.78748,3409.535094,Mortgage,Average,Conservative,749,Neutral,Retirement Planning,Medium,Conservative,Cooking,3,7,No,0.653805724,0.426010255,2.029081218,Active,Occasional,Medium,None,Buying a House,Positive,SMS,Yes,Medium Risk,Warning
7772,36,Male,Married,3,Master,Unemployed,Low,Rural,CA,Canada,Close,2,6309.483226,Transfer,Rare,Medium,Branch,Medium,Yes,18963.95646,17019.64024,23087.22264,13910.80237,Car Loan,Poor,Conservative,792,Neutral,Wealth Accumulation,High,Moderate,Reading,3,2,Yes,0.471923776,2.091721071,0.159032871,Low,Frequent,Low,Retirement,None,Neutral,Phone,No,Medium Risk,Stable
7773,45,Male,Widowed,2,High School,Employed,High,Rural,NY,Canada,Close,23,3152.354125,Transfer,Frequent,Low,Mobile App,High,Yes,24060.59654,13685.53334,33055.65629,8891.91221,Personal Loan,Good,Aggressive,361,Neutral,Wealth Accumulation,High,Moderate,Travel,2,7,Yes,0.605461741,1.493739741,0.56416131,Active,Occasional,Low,Retirement,None,Neutral,SMS,No,Medium Risk,High Risk
7774,40,Male,Divorced,3,College,Student,High,Urban,NY,UK,Close,1,6598.793028,Purchase,Occasional,Low,Branch,Medium,Yes,27339.76981,4310.701519,888.4299065,10381.77545,Car Loan,Average,Aggressive,525,Positive,Retirement Planning,Medium,Conservative,Reading,2,0,Yes,0.825399885,2.019473466,3.534750965,Moderate,Occasional,Low,Retirement,Starting a Business,Neutral,SMS,Yes,High Risk,Warning
7775,27,Male,Single,1,College,Unemployed,Medium,Urban,NY,USA,Moderate,22,7178.021286,Transfer,Occasional,Medium,Branch,Medium,Yes,22838.97894,7692.887047,38436.18804,2106.776956,Personal Loan,Poor,Conservative,774,Positive,Retirement Planning,High,Conservative,Sports,2,5,Yes,0.266896143,0.893142939,0.03791256,Active,Frequent,High,Marriage,Starting a Business,Negative,SMS,No,Medium Risk,Warning
7776,40,Male,Widowed,4,PhD,Unemployed,Medium,Suburban,CA,USA,Far,22,6270.510439,Transfer,Rare,High,Mobile App,Medium,Yes,10409.05398,3869.681525,48160.53415,2634.469608,Mortgage,Good,Aggressive,531,Positive,Education Funding,High,Conservative,Cooking,2,5,Yes,0.076154715,4.303432289,1.178114516,Active,Occasional,Medium,Birth of a Child,Starting a Business,Neutral,SMS,No,High Risk,Stable
7777,30,Female,Divorced,3,Master,Self-employed,Medium,Urban,TX,USA,Close,21,4636.783593,Deposit,Rare,High,Mobile App,Low,No,24870.39607,5158.399406,29948.24547,16138.40085,Mortgage,Average,Moderate,515,Negative,Retirement Planning,Medium,Spender,Travel,4,9,Yes,0.483549402,2.908152163,4.177916787,Active,Occasional,Low,None,None,Positive,SMS,No,Medium Risk,Warning
7778,57,Male,Single,2,College,Employed,Medium,Rural,FL,Canada,Moderate,23,6997.852168,Purchase,Occasional,High,Branch,Medium,Yes,49690.7313,3698.859245,67428.14575,15658.36938,Mortgage,Good,Conservative,385,Negative,Wealth Accumulation,High,Conservative,Reading,3,1,No,0.195084582,2.558202257,3.251040583,Moderate,Frequent,High,Birth of a Child,None,Positive,Mail,No,Medium Risk,Stable
7779,27,Male,Widowed,3,Master,Student,Low,Suburban,IL,Australia,Far,19,7825.726474,Withdrawal,Rare,Medium,Mobile App,Medium,No,44085.17343,8306.63593,12388.31766,17859.36196,None,Poor,Moderate,488,Positive,Wealth Accumulation,Medium,Moderate,Sports,2,2,Yes,0.332483133,3.425169366,1.531366767,Low,Frequent,Medium,Marriage,Starting a Business,Positive,Phone,No,Low Risk,Warning
7780,61,Female,Married,5,High School,Student,Medium,Suburban,CA,USA,Far,23,6991.278872,Transfer,Rare,Low,Website,Medium,No,38185.13966,14459.66369,66351.87943,15567.9652,Personal Loan,Average,Aggressive,424,Positive,Education Funding,Low,Conservative,Sports,2,3,Yes,0.42914431,4.264330006,0.823383593,Active,Frequent,Low,Birth of a Child,Buying a House,Neutral,Mail,No,High Risk,Stable
7781,43,Female,Single,2,College,Student,Low,Suburban,FL,Australia,Close,22,8138.832462,Withdrawal,Occasional,Medium,Mobile App,Low,Yes,42355.26578,10616.96778,83682.52379,16513.10061,Personal Loan,Average,Moderate,771,Positive,Retirement Planning,Medium,Spender,Cooking,4,6,Yes,0.846286222,0.524658219,3.882766926,Low,Frequent,Low,Retirement,Buying a House,Neutral,SMS,No,High Risk,High Risk
7782,54,Female,Widowed,5,High School,Unemployed,Low,Urban,CA,USA,Moderate,19,9477.793784,Transfer,Occasional,Low,Branch,Medium,Yes,18631.88788,1376.399036,45505.87031,7619.702058,Personal Loan,Average,Moderate,831,Neutral,Retirement Planning,Low,Moderate,Cooking,4,3,Yes,0.642899415,1.234522875,3.617889424,Active,Frequent,Low,None,Starting a Business,Neutral,Phone,No,High Risk,Stable
7783,33,Male,Divorced,4,College,Student,High,Suburban,IL,Canada,Moderate,22,1114.861929,Withdrawal,Frequent,Low,Mobile App,Low,No,11817.20612,3356.541322,21452.02998,13913.08465,Car Loan,Poor,Aggressive,828,Neutral,Education Funding,Low,Moderate,Cooking,4,5,No,0.334545803,0.920708815,4.600833817,Low,Occasional,Low,Retirement,None,Neutral,Phone,No,High Risk,High Risk
7784,33,Female,Divorced,1,Bachelor,Student,Low,Suburban,TX,Australia,Moderate,1,9073.55271,Deposit,Frequent,High,Website,Medium,Yes,10373.94626,19853.87004,87544.83018,4516.126565,Personal Loan,Good,Aggressive,636,Negative,Education Funding,Medium,Conservative,Cooking,1,7,Yes,0.084815976,0.003503015,1.024795736,Moderate,Occasional,Medium,None,Starting a Business,Negative,SMS,Yes,High Risk,High Risk
7785,29,Female,Married,3,PhD,Student,High,Rural,CA,USA,Moderate,2,2807.836079,Withdrawal,Occasional,Medium,Branch,High,No,7789.675415,12744.52336,62115.39877,7182.122683,Personal Loan,Average,Aggressive,461,Positive,Retirement Planning,High,Spender,Cooking,1,4,No,0.956972718,4.284891833,0.507812921,Active,Frequent,Medium,Retirement,Starting a Business,Neutral,Mail,No,Low Risk,High Risk
7786,31,Female,Single,3,PhD,Employed,Medium,Suburban,FL,Australia,Close,28,5681.315437,Transfer,Occasional,High,Website,High,Yes,20030.41921,8975.372892,46010.49533,1504.399782,Mortgage,Average,Aggressive,498,Negative,Wealth Accumulation,Low,Spender,Travel,2,4,Yes,0.001768406,2.889404826,4.69790857,Low,Frequent,Medium,Marriage,Buying a House,Negative,SMS,No,Low Risk,Warning
7787,57,Male,Married,5,PhD,Employed,Medium,Urban,FL,USA,Far,26,9429.477738,Transfer,Frequent,Low,Branch,Low,Yes,41170.44549,19121.84835,69901.11246,3033.370276,Personal Loan,Poor,Aggressive,779,Neutral,Wealth Accumulation,Low,Spender,Reading,2,0,Yes,0.692713511,2.37279018,2.507471896,Active,Rare,Medium,Birth of a Child,None,Negative,SMS,No,Medium Risk,Stable
7788,63,Female,Widowed,5,High School,Unemployed,High,Suburban,IL,UK,Far,4,6238.718987,Transfer,Occasional,Low,Mobile App,Medium,Yes,35702.08303,10206.77544,76316.93283,18718.71846,Mortgage,Average,Conservative,714,Positive,Education Funding,Medium,Spender,Music,4,7,Yes,0.003339592,4.256022518,2.297891494,Low,Rare,High,Retirement,None,Neutral,Email,No,Low Risk,Stable
7789,65,Female,Divorced,1,Master,Self-employed,High,Urban,NY,UK,Close,16,933.2877346,Deposit,Occasional,High,Website,High,Yes,45358.20451,16208.51262,49376.2206,8075.559414,Car Loan,Average,Moderate,630,Positive,Wealth Accumulation,High,Conservative,Reading,4,7,No,0.490447239,3.451697759,0.792023223,Active,Rare,Low,None,None,Negative,SMS,No,High Risk,High Risk
7790,53,Male,Married,3,PhD,Student,Medium,Rural,IL,UK,Far,13,5042.350881,Transfer,Occasional,Medium,Branch,Medium,Yes,12849.81285,8893.174011,98016.47485,16349.48013,Personal Loan,Average,Moderate,788,Positive,Education Funding,High,Spender,Travel,2,6,No,0.14289372,2.24129644,0.291534079,Moderate,Rare,High,Retirement,Starting a Business,Positive,SMS,Yes,Medium Risk,Warning
7791,60,Female,Single,1,College,Student,Low,Rural,IL,USA,Far,12,8954.047388,Withdrawal,Rare,Medium,Branch,Medium,No,43270.10817,17706.48945,28028.08147,9545.596659,Mortgage,Poor,Conservative,608,Neutral,Retirement Planning,Medium,Spender,Travel,3,9,Yes,0.043170486,0.924382038,0.645305581,Active,Occasional,High,Marriage,Starting a Business,Positive,Phone,No,High Risk,Stable
7792,29,Male,Widowed,5,College,Unemployed,Low,Suburban,NY,Australia,Close,28,4179.735681,Deposit,Frequent,Medium,Mobile App,High,Yes,31943.51773,11767.53405,35343.67676,1560.391789,Mortgage,Poor,Conservative,814,Negative,Education Funding,Low,Conservative,Music,2,7,Yes,0.790665111,2.482039561,1.392168535,Moderate,Occasional,High,Retirement,None,Neutral,Email,No,High Risk,Warning
7793,36,Male,Single,5,Bachelor,Student,High,Rural,TX,UK,Close,5,8494.783543,Purchase,Frequent,High,Website,Low,No,25053.56832,15238.43149,34906.05595,15623.94471,Personal Loan,Poor,Moderate,562,Positive,Retirement Planning,High,Moderate,Travel,1,5,Yes,0.395486065,1.231235505,4.121509138,Active,Frequent,High,None,Buying a House,Positive,Phone,Yes,Low Risk,Warning
7794,36,Female,Married,2,High School,Self-employed,Low,Suburban,CA,Canada,Far,3,7962.412908,Transfer,Frequent,High,Mobile App,High,Yes,35456.25233,15374.86103,26517.28927,13692.49842,None,Average,Aggressive,331,Neutral,Wealth Accumulation,High,Spender,Sports,4,3,Yes,0.232980284,3.144479017,3.04170603,Low,Rare,Low,Birth of a Child,Starting a Business,Neutral,Email,No,Low Risk,High Risk
7795,22,Male,Divorced,5,College,Unemployed,Low,Rural,FL,Australia,Close,28,9073.677996,Transfer,Occasional,Low,Mobile App,Medium,Yes,28752.67339,11705.66557,89122.59425,6113.182221,Mortgage,Good,Aggressive,330,Positive,Education Funding,High,Moderate,Sports,3,8,Yes,0.300470123,4.208210695,1.999374554,Active,Rare,High,Birth of a Child,Starting a Business,Neutral,SMS,No,Medium Risk,Warning
7796,50,Female,Divorced,5,College,Employed,Medium,Rural,CA,UK,Moderate,29,2704.42793,Purchase,Occasional,Medium,Mobile App,Medium,No,41156.94144,2675.939725,39454.28704,1916.632945,Car Loan,Poor,Moderate,540,Negative,Wealth Accumulation,High,Spender,Cooking,4,2,Yes,0.686459109,3.291707266,1.048177709,Low,Frequent,Medium,Retirement,Starting a Business,Positive,Mail,No,Low Risk,High Risk
7797,20,Female,Married,1,Bachelor,Self-employed,High,Urban,CA,Canada,Moderate,20,5015.895749,Deposit,Rare,High,Branch,Medium,Yes,9421.488076,6529.996667,9450.450793,19869.45655,Personal Loan,Poor,Moderate,801,Negative,Retirement Planning,Medium,Conservative,Sports,3,8,No,0.224790866,3.064872544,3.927125823,Moderate,Frequent,Low,Birth of a Child,None,Negative,Mail,No,High Risk,High Risk
7798,31,Female,Single,2,Bachelor,Student,Medium,Urban,FL,Canada,Far,2,3418.580281,Transfer,Frequent,Low,Website,High,No,21047.8879,378.1889757,61067.77603,17754.26113,Mortgage,Poor,Moderate,552,Neutral,Education Funding,High,Moderate,Music,1,2,No,0.817526216,3.953700396,4.422001347,Active,Frequent,High,Retirement,Starting a Business,Negative,Phone,Yes,Medium Risk,High Risk
7799,58,Female,Single,2,Master,Self-employed,Low,Suburban,NY,Canada,Close,24,5389.256753,Transfer,Occasional,High,Mobile App,High,Yes,36283.47204,463.0052405,52430.37153,11201.40621,Car Loan,Average,Aggressive,573,Neutral,Wealth Accumulation,High,Conservative,Sports,2,8,Yes,0.881857311,0.371174183,3.884847828,Moderate,Occasional,Low,Birth of a Child,Starting a Business,Neutral,Mail,No,High Risk,Stable
7800,23,Male,Single,3,Master,Employed,Low,Suburban,FL,USA,Moderate,5,289.3165901,Transfer,Occasional,Low,Mobile App,High,Yes,36742.59449,13225.24112,77497.85494,18832.95472,None,Poor,Conservative,444,Neutral,Retirement Planning,High,Moderate,Music,4,2,No,0.369408373,1.298327751,3.88793713,Moderate,Rare,Low,Birth of a Child,None,Negative,Mail,No,High Risk,Stable
7801,61,Female,Single,4,Master,Unemployed,Medium,Urban,NY,Canada,Close,1,2492.56421,Withdrawal,Rare,Medium,Mobile App,High,No,13634.4351,19038.76124,88615.12449,16955.3859,Car Loan,Average,Conservative,800,Positive,Retirement Planning,Low,Spender,Cooking,4,4,Yes,0.653418362,2.349658739,3.193338282,Low,Frequent,Medium,Birth of a Child,None,Negative,Mail,Yes,Low Risk,Stable
7802,32,Female,Divorced,3,College,Self-employed,Low,Rural,NY,Australia,Far,14,9742.958903,Deposit,Occasional,Low,Website,Low,No,22049.90794,4632.981089,79725.45195,8364.457635,Mortgage,Poor,Conservative,636,Neutral,Education Funding,Medium,Moderate,Travel,2,4,Yes,0.397735498,4.165430818,2.218787372,Moderate,Occasional,High,Birth of a Child,Buying a House,Neutral,SMS,No,Low Risk,Warning
7803,53,Female,Single,3,Bachelor,Unemployed,Low,Suburban,IL,Australia,Far,15,6070.989804,Deposit,Frequent,High,Mobile App,Medium,Yes,12530.46028,14565.87685,2176.804163,484.0968526,Mortgage,Poor,Conservative,427,Positive,Education Funding,Low,Conservative,Sports,1,0,Yes,0.060366948,2.38030522,4.744195893,Low,Frequent,Low,Marriage,Buying a House,Negative,Email,No,Medium Risk,Warning
7804,61,Male,Married,3,High School,Unemployed,Medium,Rural,TX,USA,Close,4,1815.913964,Withdrawal,Frequent,High,Website,Low,No,32250.25345,11117.281,85159.67382,10146.86508,Mortgage,Poor,Aggressive,631,Negative,Education Funding,Medium,Conservative,Reading,3,9,No,0.855722448,4.813916281,0.66081803,Moderate,Frequent,Medium,None,None,Positive,Phone,No,High Risk,Stable
7805,40,Male,Married,2,Master,Student,Low,Urban,IL,Canada,Close,12,5132.346313,Purchase,Frequent,Medium,Website,High,Yes,48792.69393,11224.14012,64643.71677,8174.660014,Car Loan,Average,Moderate,662,Positive,Wealth Accumulation,High,Moderate,Reading,1,9,Yes,0.898758632,0.156424737,3.385251996,Active,Rare,High,None,None,Negative,Email,No,Low Risk,High Risk
